"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"07.09.2019 08:45 - 07.09.2019 09:00","51412","50677"
"07.09.2019 09:00 - 07.09.2019 09:15","52327","51361"
"07.09.2019 09:15 - 07.09.2019 09:30","53111","51939"
"07.09.2019 09:30 - 07.09.2019 09:45","53918","52563"
"07.09.2019 09:45 - 07.09.2019 10:00","54542","52929"
"07.09.2019 10:00 - 07.09.2019 10:15","55082","53515"
"07.09.2019 10:15 - 07.09.2019 10:30","55389","54055"
"07.09.2019 10:30 - 07.09.2019 10:45","55772","54326"
"07.09.2019 10:45 - 07.09.2019 11:00","56069","54620"
"07.09.2019 11:00 - 07.09.2019 11:15","56354","55081"
"07.09.2019 11:15 - 07.09.2019 11:30","56628","55451"
"07.09.2019 11:30 - 07.09.2019 11:45","56901","55547"
"07.09.2019 11:45 - 07.09.2019 12:00","56803","55416"
"07.09.2019 12:00 - 07.09.2019 12:15","56477","54674"
"07.09.2019 12:15 - 07.09.2019 12:30","56332","54310"
"07.09.2019 12:30 - 07.09.2019 12:45","56193","54203"
"07.09.2019 12:45 - 07.09.2019 13:00","55863","54079"
"07.09.2019 13:00 - 07.09.2019 13:15","55389","53698"
"07.09.2019 13:15 - 07.09.2019 13:30","55008","52954"
"07.09.2019 13:30 - 07.09.2019 13:45","54573","52752"
"07.09.2019 13:45 - 07.09.2019 14:00","53950","52238"
"07.09.2019 14:00 - 07.09.2019 14:15","53703","51872"
"07.09.2019 14:15 - 07.09.2019 14:30","53335","51464"
"07.09.2019 14:30 - 07.09.2019 14:45","53052","50929"
"07.09.2019 14:45 - 07.09.2019 15:00","52863","50689"
"07.09.2019 15:00 - 07.09.2019 15:15","52846","50558"
"07.09.2019 15:15 - 07.09.2019 15:30","52674","50586"
"07.09.2019 15:30 - 07.09.2019 15:45","52579","50222"
"07.09.2019 15:45 - 07.09.2019 16:00","52293","50279"
"07.09.2019 16:00 - 07.09.2019 16:15","52158","50181"
"07.09.2019 16:15 - 07.09.2019 16:30","52041","49758"
"07.09.2019 16:30 - 07.09.2019 16:45","51988","50018"
"07.09.2019 16:45 - 07.09.2019 17:00","52020","50064"
"07.09.2019 17:00 - 07.09.2019 17:15","52117","50369"
"07.09.2019 17:15 - 07.09.2019 17:30","52107","50343"
"07.09.2019 17:30 - 07.09.2019 17:45","52128","50713"
"07.09.2019 17:45 - 07.09.2019 18:00","52054","50997"
"07.09.2019 18:00 - 07.09.2019 18:15","52054","51309"
"07.09.2019 18:15 - 07.09.2019 18:30","51815","51209"
"07.09.2019 18:30 - 07.09.2019 18:45","51628","51288"
"07.09.2019 18:45 - 07.09.2019 19:00","51412","51328"
"07.09.2019 19:00 - 07.09.2019 19:15","51255","51377"
"07.09.2019 19:15 - 07.09.2019 19:30","50866","51012"
"07.09.2019 19:30 - 07.09.2019 19:45","50778","50928"
"07.09.2019 19:45 - 07.09.2019 20:00","50651","51154"
"07.09.2019 20:00 - 07.09.2019 20:15","50633","51392"
"07.09.2019 20:15 - 07.09.2019 20:30","50367","51067"
"07.09.2019 20:30 - 07.09.2019 20:45","50124","50470"
"07.09.2019 20:45 - 07.09.2019 21:00","49690","49696"
"07.09.2019 21:00 - 07.09.2019 21:15","49179","48906"
"07.09.2019 21:15 - 07.09.2019 21:30","48371","48060"
"07.09.2019 21:30 - 07.09.2019 21:45","47693","47510"
"07.09.2019 21:45 - 07.09.2019 22:00","47203","46873"
"07.09.2019 22:00 - 07.09.2019 22:15","46993","46453"
"07.09.2019 22:15 - 07.09.2019 22:30","46269","45629"
"07.09.2019 22:30 - 07.09.2019 22:45","45419","44887"
"07.09.2019 22:45 - 07.09.2019 23:00","44825","44215"
"07.09.2019 23:00 - 07.09.2019 23:15","44206","43605"
"07.09.2019 23:15 - 07.09.2019 23:30","43727","42741"
"07.09.2019 23:30 - 07.09.2019 23:45","43222","42160"
"07.09.2019 23:45 - 08.09.2019 00:00","42626","41398"
"08.09.2019 00:00 - 08.09.2019 00:15","41508","40656"
"08.09.2019 00:15 - 08.09.2019 00:30","40967","40031"
"08.09.2019 00:30 - 08.09.2019 00:45","40469","39576"
"08.09.2019 00:45 - 08.09.2019 01:00","40176","39273"
"08.09.2019 01:00 - 08.09.2019 01:15","39823","38761"
"08.09.2019 01:15 - 08.09.2019 01:30","39450","38421"
"08.09.2019 01:30 - 08.09.2019 01:45","38984","38436"
"08.09.2019 01:45 - 08.09.2019 02:00","38894","38227"
"08.09.2019 02:00 - 08.09.2019 02:15","38390","37876"
"08.09.2019 02:15 - 08.09.2019 02:30","38128","37654"
"08.09.2019 02:30 - 08.09.2019 02:45","37864","37467"
"08.09.2019 02:45 - 08.09.2019 03:00","37708","37219"
"08.09.2019 03:00 - 08.09.2019 03:15","37699","37133"
"08.09.2019 03:15 - 08.09.2019 03:30","37537","37186"
"08.09.2019 03:30 - 08.09.2019 03:45","37343","36998"
"08.09.2019 03:45 - 08.09.2019 04:00","37274","37161"
"08.09.2019 04:00 - 08.09.2019 04:15","37380","37015"
"08.09.2019 04:15 - 08.09.2019 04:30","37419","36960"
"08.09.2019 04:30 - 08.09.2019 04:45","37423","36981"
"08.09.2019 04:45 - 08.09.2019 05:00","37502","37324"
"08.09.2019 05:00 - 08.09.2019 05:15","37839","37146"
"08.09.2019 05:15 - 08.09.2019 05:30","37819","36895"
"08.09.2019 05:30 - 08.09.2019 05:45","37822","37161"
"08.09.2019 05:45 - 08.09.2019 06:00","37870","37192"
"08.09.2019 06:00 - 08.09.2019 06:15","38136","38006"
"08.09.2019 06:15 - 08.09.2019 06:30","38379","38082"
"08.09.2019 06:30 - 08.09.2019 06:45","38431","38272"
"08.09.2019 06:45 - 08.09.2019 07:00","38603","38430"
"08.09.2019 07:00 - 08.09.2019 07:15","38955","38624"
"08.09.2019 07:15 - 08.09.2019 07:30","39417","39009"
"08.09.2019 07:30 - 08.09.2019 07:45","39980","40116"
"08.09.2019 07:45 - 08.09.2019 08:00","40659","40988"
"08.09.2019 08:00 - 08.09.2019 08:15","41831","41998"
"08.09.2019 08:15 - 08.09.2019 08:30","42713","42511"
"08.09.2019 08:30 - 08.09.2019 08:45","43501","43545"
"08.09.2019 08:45 - 08.09.2019 09:00","44373","44334"
"08.09.2019 09:00 - 08.09.2019 09:15","45480","45273"
"08.09.2019 09:15 - 08.09.2019 09:30","46395","46005"
"08.09.2019 09:30 - 08.09.2019 09:45","47183","46838"
"08.09.2019 09:45 - 08.09.2019 10:00","47888","47284"
"08.09.2019 10:00 - 08.09.2019 10:15","48478","47961"
"08.09.2019 10:15 - 08.09.2019 10:30","49144","48451"
"08.09.2019 10:30 - 08.09.2019 10:45","49635","48403"
"08.09.2019 10:45 - 08.09.2019 11:00","50351","49127"
"08.09.2019 11:00 - 08.09.2019 11:15","51123","50037"
"08.09.2019 11:15 - 08.09.2019 11:30","51729","50455"
"08.09.2019 11:30 - 08.09.2019 11:45","52167","50670"
"08.09.2019 11:45 - 08.09.2019 12:00","52281","51043"
"08.09.2019 12:00 - 08.09.2019 12:15","52073","50870"
"08.09.2019 12:15 - 08.09.2019 12:30","52001","50372"
"08.09.2019 12:30 - 08.09.2019 12:45","51596","49915"
"08.09.2019 12:45 - 08.09.2019 13:00","51235","49642"
"08.09.2019 13:00 - 08.09.2019 13:15","50850","49100"
"08.09.2019 13:15 - 08.09.2019 13:30","50407","48513"
"08.09.2019 13:30 - 08.09.2019 13:45","50158","48273"
"08.09.2019 13:45 - 08.09.2019 14:00","49635","47783"
"08.09.2019 14:00 - 08.09.2019 14:15","49304","47506"
"08.09.2019 14:15 - 08.09.2019 14:30","48828","47003"
"08.09.2019 14:30 - 08.09.2019 14:45","48550","47185"
"08.09.2019 14:45 - 08.09.2019 15:00","48238","46907"
"08.09.2019 15:00 - 08.09.2019 15:15","48193","46967"
"08.09.2019 15:15 - 08.09.2019 15:30","47897","46883"
"08.09.2019 15:30 - 08.09.2019 15:45","47811","46792"
"08.09.2019 15:45 - 08.09.2019 16:00","47485","46645"
"08.09.2019 16:00 - 08.09.2019 16:15","47499","46839"
"08.09.2019 16:15 - 08.09.2019 16:30","47618","46555"
"08.09.2019 16:30 - 08.09.2019 16:45","47539","46795"
"08.09.2019 16:45 - 08.09.2019 17:00","47545","46922"
"08.09.2019 17:00 - 08.09.2019 17:15","48196","47375"
"08.09.2019 17:15 - 08.09.2019 17:30","48373","47487"
"08.09.2019 17:30 - 08.09.2019 17:45","48568","47930"
"08.09.2019 17:45 - 08.09.2019 18:00","48797","48426"
"08.09.2019 18:00 - 08.09.2019 18:15","49133","49406"
"08.09.2019 18:15 - 08.09.2019 18:30","49077","49134"
"08.09.2019 18:30 - 08.09.2019 18:45","49155","49141"
"08.09.2019 18:45 - 08.09.2019 19:00","49009","49414"
"08.09.2019 19:00 - 08.09.2019 19:15","49008","49679"
"08.09.2019 19:15 - 08.09.2019 19:30","48797","49372"
"08.09.2019 19:30 - 08.09.2019 19:45","48897","49744"
"08.09.2019 19:45 - 08.09.2019 20:00","48857","50192"
"08.09.2019 20:00 - 08.09.2019 20:15","49179","50794"
"08.09.2019 20:15 - 08.09.2019 20:30","49067","50406"
"08.09.2019 20:30 - 08.09.2019 20:45","48818","50069"
"08.09.2019 20:45 - 08.09.2019 21:00","48477","49491"
"08.09.2019 21:00 - 08.09.2019 21:15","48100","48735"
"08.09.2019 21:15 - 08.09.2019 21:30","47646","48075"
"08.09.2019 21:30 - 08.09.2019 21:45","47081","47656"
"08.09.2019 21:45 - 08.09.2019 22:00","46922","47239"
"08.09.2019 22:00 - 08.09.2019 22:15","46944","47217"
"08.09.2019 22:15 - 08.09.2019 22:30","46340","46293"
"08.09.2019 22:30 - 08.09.2019 22:45","45635","45667"
"08.09.2019 22:45 - 08.09.2019 23:00","44906","44806"
"08.09.2019 23:00 - 08.09.2019 23:15","44097","44139"
"08.09.2019 23:15 - 08.09.2019 23:30","43493","43373"
"08.09.2019 23:30 - 08.09.2019 23:45","42903","42852"
"08.09.2019 23:45 - 09.09.2019 00:00","42457","42272"
"09.09.2019 00:00 - 09.09.2019 00:15","41520","41324"
"09.09.2019 00:15 - 09.09.2019 00:30","41173","40652"
"09.09.2019 00:30 - 09.09.2019 00:45","40751","40403"
"09.09.2019 00:45 - 09.09.2019 01:00","40415","39842"
"09.09.2019 01:00 - 09.09.2019 01:15","40272","39581"
"09.09.2019 01:15 - 09.09.2019 01:30","39846","39241"
"09.09.2019 01:30 - 09.09.2019 01:45","39568","39045"
"09.09.2019 01:45 - 09.09.2019 02:00","39533","38949"
"09.09.2019 02:00 - 09.09.2019 02:15","39130","39079"
"09.09.2019 02:15 - 09.09.2019 02:30","39053","39081"
"09.09.2019 02:30 - 09.09.2019 02:45","39131","39045"
"09.09.2019 02:45 - 09.09.2019 03:00","39282","39116"
"09.09.2019 03:00 - 09.09.2019 03:15","39405","39214"
"09.09.2019 03:15 - 09.09.2019 03:30","39389","39559"
"09.09.2019 03:30 - 09.09.2019 03:45","39465","39461"
"09.09.2019 03:45 - 09.09.2019 04:00","39617","39659"
"09.09.2019 04:00 - 09.09.2019 04:15","40093","40352"
"09.09.2019 04:15 - 09.09.2019 04:30","40570","40776"
"09.09.2019 04:30 - 09.09.2019 04:45","41089","41215"
"09.09.2019 04:45 - 09.09.2019 05:00","41768","41781"
"09.09.2019 05:00 - 09.09.2019 05:15","43389","43806"
"09.09.2019 05:15 - 09.09.2019 05:30","44320","45174"
"09.09.2019 05:30 - 09.09.2019 05:45","45671","46649"
"09.09.2019 05:45 - 09.09.2019 06:00","47584","48308"
"09.09.2019 06:00 - 09.09.2019 06:15","50999","52069"
"09.09.2019 06:15 - 09.09.2019 06:30","53172","54924"
"09.09.2019 06:30 - 09.09.2019 06:45","54708","56747"
"09.09.2019 06:45 - 09.09.2019 07:00","55839","57937"
"09.09.2019 07:00 - 09.09.2019 07:15","57345","59747"
"09.09.2019 07:15 - 09.09.2019 07:30","58286","61013"
"09.09.2019 07:30 - 09.09.2019 07:45","58982","61746"
"09.09.2019 07:45 - 09.09.2019 08:00","59775","62522"
"09.09.2019 08:00 - 09.09.2019 08:15","60644","63531"
"09.09.2019 08:15 - 09.09.2019 08:30","61234","64209"
"09.09.2019 08:30 - 09.09.2019 08:45","61409","64557"
"09.09.2019 08:45 - 09.09.2019 09:00","61616","64885"
"09.09.2019 09:00 - 09.09.2019 09:15","61517","64711"
"09.09.2019 09:15 - 09.09.2019 09:30","62025","65181"
"09.09.2019 09:30 - 09.09.2019 09:45","62583","65601"
"09.09.2019 09:45 - 09.09.2019 10:00","62966","65877"
"09.09.2019 10:00 - 09.09.2019 10:15","63115","66144"
"09.09.2019 10:15 - 09.09.2019 10:30","63342","66619"
"09.09.2019 10:30 - 09.09.2019 10:45","63957","67013"
"09.09.2019 10:45 - 09.09.2019 11:00","64393","67159"
"09.09.2019 11:00 - 09.09.2019 11:15","64646","67454"
"09.09.2019 11:15 - 09.09.2019 11:30","65068","67957"
"09.09.2019 11:30 - 09.09.2019 11:45","65413","68093"
"09.09.2019 11:45 - 09.09.2019 12:00","65698","68161"
"09.09.2019 12:00 - 09.09.2019 12:15","65175","67439"
"09.09.2019 12:15 - 09.09.2019 12:30","64855","67257"
"09.09.2019 12:30 - 09.09.2019 12:45","65000","67016"
"09.09.2019 12:45 - 09.09.2019 13:00","64929","66941"
"09.09.2019 13:00 - 09.09.2019 13:15","64894","66828"
"09.09.2019 13:15 - 09.09.2019 13:30","64902","66493"
"09.09.2019 13:30 - 09.09.2019 13:45","64692","66482"
"09.09.2019 13:45 - 09.09.2019 14:00","64120","65578"
"09.09.2019 14:00 - 09.09.2019 14:15","63946","65177"
"09.09.2019 14:15 - 09.09.2019 14:30","64034","65326"
"09.09.2019 14:30 - 09.09.2019 14:45","63930","65120"
"09.09.2019 14:45 - 09.09.2019 15:00","63589","64931"
"09.09.2019 15:00 - 09.09.2019 15:15","63428","64846"
"09.09.2019 15:15 - 09.09.2019 15:30","62867","64444"
"09.09.2019 15:30 - 09.09.2019 15:45","62525","63947"
"09.09.2019 15:45 - 09.09.2019 16:00","62133","63514"
"09.09.2019 16:00 - 09.09.2019 16:15","61949","63131"
"09.09.2019 16:15 - 09.09.2019 16:30","61435","62652"
"09.09.2019 16:30 - 09.09.2019 16:45","61195","62210"
"09.09.2019 16:45 - 09.09.2019 17:00","60765","62014"
"09.09.2019 17:00 - 09.09.2019 17:15","60746","62115"
"09.09.2019 17:15 - 09.09.2019 17:30","60526","62155"
"09.09.2019 17:30 - 09.09.2019 17:45","60476","62469"
"09.09.2019 17:45 - 09.09.2019 18:00","60325","62360"
"09.09.2019 18:00 - 09.09.2019 18:15","60041","62332"
"09.09.2019 18:15 - 09.09.2019 18:30","59891","62038"
"09.09.2019 18:30 - 09.09.2019 18:45","59743","62272"
"09.09.2019 18:45 - 09.09.2019 19:00","59792","62404"
"09.09.2019 19:00 - 09.09.2019 19:15","59743","62350"
"09.09.2019 19:15 - 09.09.2019 19:30","59421","62031"
"09.09.2019 19:30 - 09.09.2019 19:45","59298","62439"
"09.09.2019 19:45 - 09.09.2019 20:00","59298","62726"
"09.09.2019 20:00 - 09.09.2019 20:15","58932","62745"
"09.09.2019 20:15 - 09.09.2019 20:30","58488","62269"
"09.09.2019 20:30 - 09.09.2019 20:45","58195","61336"
"09.09.2019 20:45 - 09.09.2019 21:00","57516","60318"
"09.09.2019 21:00 - 09.09.2019 21:15","56777","59051"
"09.09.2019 21:15 - 09.09.2019 21:30","55607","57802"
"09.09.2019 21:30 - 09.09.2019 21:45","54671","56764"
"09.09.2019 21:45 - 09.09.2019 22:00","53588","55765"
"09.09.2019 22:00 - 09.09.2019 22:15","53021","54714"
"09.09.2019 22:15 - 09.09.2019 22:30","51861","53817"
"09.09.2019 22:30 - 09.09.2019 22:45","50647","52612"
"09.09.2019 22:45 - 09.09.2019 23:00","49648","51580"
"09.09.2019 23:00 - 09.09.2019 23:15","48664","50026"
"09.09.2019 23:15 - 09.09.2019 23:30","47773","48978"
"09.09.2019 23:30 - 09.09.2019 23:45","47062","48069"
"09.09.2019 23:45 - 10.09.2019 00:00","46385","47384"
"10.09.2019 00:00 - 10.09.2019 00:15","44540","46193"
"10.09.2019 00:15 - 10.09.2019 00:30","44290","45666"
"10.09.2019 00:30 - 10.09.2019 00:45","43827","45130"
"10.09.2019 00:45 - 10.09.2019 01:00","43456","44776"
"10.09.2019 01:00 - 10.09.2019 01:15","43084","44421"
"10.09.2019 01:15 - 10.09.2019 01:30","42808","44060"
"10.09.2019 01:30 - 10.09.2019 01:45","42362","43945"
"10.09.2019 01:45 - 10.09.2019 02:00","42269","43801"
"10.09.2019 02:00 - 10.09.2019 02:15","41701","43444"
"10.09.2019 02:15 - 10.09.2019 02:30","41522","43231"
"10.09.2019 02:30 - 10.09.2019 02:45","41492","43509"
"10.09.2019 02:45 - 10.09.2019 03:00","41593","43942"
"10.09.2019 03:00 - 10.09.2019 03:15","41668","43895"
"10.09.2019 03:15 - 10.09.2019 03:30","41716","43972"
"10.09.2019 03:30 - 10.09.2019 03:45","41756","44248"
"10.09.2019 03:45 - 10.09.2019 04:00","41881","44334"
"10.09.2019 04:00 - 10.09.2019 04:15","42268","44829"
"10.09.2019 04:15 - 10.09.2019 04:30","42730","45071"
"10.09.2019 04:30 - 10.09.2019 04:45","43176","45700"
"10.09.2019 04:45 - 10.09.2019 05:00","43637","46428"
"10.09.2019 05:00 - 10.09.2019 05:15","45147","47779"
"10.09.2019 05:15 - 10.09.2019 05:30","45869","48890"
"10.09.2019 05:30 - 10.09.2019 05:45","47108","50007"
"10.09.2019 05:45 - 10.09.2019 06:00","48734","51716"
"10.09.2019 06:00 - 10.09.2019 06:15","51704","55333"
"10.09.2019 06:15 - 10.09.2019 06:30","53855","57479"
"10.09.2019 06:30 - 10.09.2019 06:45","55215","58935"
"10.09.2019 06:45 - 10.09.2019 07:00","56221","60107"
"10.09.2019 07:00 - 10.09.2019 07:15","57520","61798"
"10.09.2019 07:15 - 10.09.2019 07:30","58277","62527"
"10.09.2019 07:30 - 10.09.2019 07:45","59674","63548"
"10.09.2019 07:45 - 10.09.2019 08:00","60366","64129"
"10.09.2019 08:00 - 10.09.2019 08:15","61023","64815"
"10.09.2019 08:15 - 10.09.2019 08:30","61528","65329"
"10.09.2019 08:30 - 10.09.2019 08:45","61706","65732"
"10.09.2019 08:45 - 10.09.2019 09:00","61940","65826"
"10.09.2019 09:00 - 10.09.2019 09:15","61775","65373"
"10.09.2019 09:15 - 10.09.2019 09:30","62288","65825"
"10.09.2019 09:30 - 10.09.2019 09:45","62880","66433"
"10.09.2019 09:45 - 10.09.2019 10:00","63269","66879"
"10.09.2019 10:00 - 10.09.2019 10:15","63314","67111"
"10.09.2019 10:15 - 10.09.2019 10:30","63609","67265"
"10.09.2019 10:30 - 10.09.2019 10:45","64150","67901"
"10.09.2019 10:45 - 10.09.2019 11:00","64494","68388"
"10.09.2019 11:00 - 10.09.2019 11:15","64901","68540"
"10.09.2019 11:15 - 10.09.2019 11:30","65371","69025"
"10.09.2019 11:30 - 10.09.2019 11:45","65659","69446"
"10.09.2019 11:45 - 10.09.2019 12:00","65909","69336"
"10.09.2019 12:00 - 10.09.2019 12:15","65384","68688"
"10.09.2019 12:15 - 10.09.2019 12:30","65177","68715"
"10.09.2019 12:30 - 10.09.2019 12:45","65321","68765"
"10.09.2019 12:45 - 10.09.2019 13:00","65317","68610"
"10.09.2019 13:00 - 10.09.2019 13:15","65289","68411"
"10.09.2019 13:15 - 10.09.2019 13:30","65186","67996"
"10.09.2019 13:30 - 10.09.2019 13:45","64786","67417"
"10.09.2019 13:45 - 10.09.2019 14:00","64114","66591"
"10.09.2019 14:00 - 10.09.2019 14:15","63918","66744"
"10.09.2019 14:15 - 10.09.2019 14:30","63987","66612"
"10.09.2019 14:30 - 10.09.2019 14:45","63799","66278"
"10.09.2019 14:45 - 10.09.2019 15:00","63441","65935"
"10.09.2019 15:00 - 10.09.2019 15:15","63361","65806"
"10.09.2019 15:15 - 10.09.2019 15:30","62791","65773"
"10.09.2019 15:30 - 10.09.2019 15:45","62436","65034"
"10.09.2019 15:45 - 10.09.2019 16:00","62133","64399"
"10.09.2019 16:00 - 10.09.2019 16:15","61854","64174"
"10.09.2019 16:15 - 10.09.2019 16:30","61351","63480"
"10.09.2019 16:30 - 10.09.2019 16:45","61195","63160"
"10.09.2019 16:45 - 10.09.2019 17:00","60646","63095"
"10.09.2019 17:00 - 10.09.2019 17:15","60673","62937"
"10.09.2019 17:15 - 10.09.2019 17:30","60552","62891"
"10.09.2019 17:30 - 10.09.2019 17:45","60528","62957"
"10.09.2019 17:45 - 10.09.2019 18:00","60284","62722"
"10.09.2019 18:00 - 10.09.2019 18:15","60020","62626"
"10.09.2019 18:15 - 10.09.2019 18:30","59849","62548"
"10.09.2019 18:30 - 10.09.2019 18:45","59701","62509"
"10.09.2019 18:45 - 10.09.2019 19:00","59642","62236"
"10.09.2019 19:00 - 10.09.2019 19:15","59632","62158"
"10.09.2019 19:15 - 10.09.2019 19:30","59251","62098"
"10.09.2019 19:30 - 10.09.2019 19:45","59141","62418"
"10.09.2019 19:45 - 10.09.2019 20:00","59185","62636"
"10.09.2019 20:00 - 10.09.2019 20:15","58754","62903"
"10.09.2019 20:15 - 10.09.2019 20:30","58439","62785"
"10.09.2019 20:30 - 10.09.2019 20:45","57977","62195"
"10.09.2019 20:45 - 10.09.2019 21:00","57346","61242"
"10.09.2019 21:00 - 10.09.2019 21:15","56621","60126"
"10.09.2019 21:15 - 10.09.2019 21:30","55604","58960"
"10.09.2019 21:30 - 10.09.2019 21:45","54635","57705"
"10.09.2019 21:45 - 10.09.2019 22:00","53611","56709"
"10.09.2019 22:00 - 10.09.2019 22:15","52862","55449"
"10.09.2019 22:15 - 10.09.2019 22:30","51706","54494"
"10.09.2019 22:30 - 10.09.2019 22:45","50500","53128"
"10.09.2019 22:45 - 10.09.2019 23:00","49523","52162"
"10.09.2019 23:00 - 10.09.2019 23:15","48537","50748"
"10.09.2019 23:15 - 10.09.2019 23:30","47676","49856"
"10.09.2019 23:30 - 10.09.2019 23:45","46957","48942"
"10.09.2019 23:45 - 11.09.2019 00:00","46369","48148"
"11.09.2019 00:00 - 11.09.2019 00:15","45005","46991"
"11.09.2019 00:15 - 11.09.2019 00:30","44619","46460"
"11.09.2019 00:30 - 11.09.2019 00:45","44241","46077"
"11.09.2019 00:45 - 11.09.2019 01:00","43822","45361"
"11.09.2019 01:00 - 11.09.2019 01:15","43581","44941"
"11.09.2019 01:15 - 11.09.2019 01:30","43225","44799"
"11.09.2019 01:30 - 11.09.2019 01:45","42862","44515"
"11.09.2019 01:45 - 11.09.2019 02:00","42761","44408"
"11.09.2019 02:00 - 11.09.2019 02:15","42320","43913"
"11.09.2019 02:15 - 11.09.2019 02:30","42223","44034"
"11.09.2019 02:30 - 11.09.2019 02:45","42262","44075"
"11.09.2019 02:45 - 11.09.2019 03:00","42374","44278"
"11.09.2019 03:00 - 11.09.2019 03:15","42523","44090"
"11.09.2019 03:15 - 11.09.2019 03:30","42583","44211"
"11.09.2019 03:30 - 11.09.2019 03:45","42646","44211"
"11.09.2019 03:45 - 11.09.2019 04:00","42746","44325"
"11.09.2019 04:00 - 11.09.2019 04:15","43083","44739"
"11.09.2019 04:15 - 11.09.2019 04:30","43455","45280"
"11.09.2019 04:30 - 11.09.2019 04:45","43886","45774"
"11.09.2019 04:45 - 11.09.2019 05:00","44527","46402"
"11.09.2019 05:00 - 11.09.2019 05:15","45956","47661"
"11.09.2019 05:15 - 11.09.2019 05:30","46731","48731"
"11.09.2019 05:30 - 11.09.2019 05:45","47968","50146"
"11.09.2019 05:45 - 11.09.2019 06:00","49486","52061"
"11.09.2019 06:00 - 11.09.2019 06:15","52728","55826"
"11.09.2019 06:15 - 11.09.2019 06:30","54912","58331"
"11.09.2019 06:30 - 11.09.2019 06:45","56292","59897"
"11.09.2019 06:45 - 11.09.2019 07:00","57319","60998"
"11.09.2019 07:00 - 11.09.2019 07:15","58677","62505"
"11.09.2019 07:15 - 11.09.2019 07:30","59519","63383"
"11.09.2019 07:30 - 11.09.2019 07:45","59377","64174"
"11.09.2019 07:45 - 11.09.2019 08:00","59940","64885"
"11.09.2019 08:00 - 11.09.2019 08:15","60680","65393"
"11.09.2019 08:15 - 11.09.2019 08:30","61201","65665"
"11.09.2019 08:30 - 11.09.2019 08:45","61401","66276"
"11.09.2019 08:45 - 11.09.2019 09:00","61624","66259"
"11.09.2019 09:00 - 11.09.2019 09:15","61384","65490"
"11.09.2019 09:15 - 11.09.2019 09:30","61786","65841"
"11.09.2019 09:30 - 11.09.2019 09:45","62489","66351"
"11.09.2019 09:45 - 11.09.2019 10:00","63021","66775"
"11.09.2019 10:00 - 11.09.2019 10:15","63195","66572"
"11.09.2019 10:15 - 11.09.2019 10:30","63543","66848"
"11.09.2019 10:30 - 11.09.2019 10:45","63889","67415"
"11.09.2019 10:45 - 11.09.2019 11:00","64282","67760"
"11.09.2019 11:00 - 11.09.2019 11:15","64617","67644"
"11.09.2019 11:15 - 11.09.2019 11:30","64887","67982"
"11.09.2019 11:30 - 11.09.2019 11:45","65229","68426"
"11.09.2019 11:45 - 11.09.2019 12:00","65402","68685"
"11.09.2019 12:00 - 11.09.2019 12:15","64937","68387"
"11.09.2019 12:15 - 11.09.2019 12:30","64768","68380"
"11.09.2019 12:30 - 11.09.2019 12:45","64723","68611"
"11.09.2019 12:45 - 11.09.2019 13:00","64817","68843"
"11.09.2019 13:00 - 11.09.2019 13:15","64726","68854"
"11.09.2019 13:15 - 11.09.2019 13:30","64611","68311"
"11.09.2019 13:30 - 11.09.2019 13:45","64402","68127"
"11.09.2019 13:45 - 11.09.2019 14:00","63844","67398"
"11.09.2019 14:00 - 11.09.2019 14:15","63641","67297"
"11.09.2019 14:15 - 11.09.2019 14:30","63614","67104"
"11.09.2019 14:30 - 11.09.2019 14:45","63465","66793"
"11.09.2019 14:45 - 11.09.2019 15:00","63209","66575"
"11.09.2019 15:00 - 11.09.2019 15:15","63218","66670"
"11.09.2019 15:15 - 11.09.2019 15:30","62730","66370"
"11.09.2019 15:30 - 11.09.2019 15:45","62269","65895"
"11.09.2019 15:45 - 11.09.2019 16:00","61903","65401"
"11.09.2019 16:00 - 11.09.2019 16:15","61515","65006"
"11.09.2019 16:15 - 11.09.2019 16:30","61037","64511"
"11.09.2019 16:30 - 11.09.2019 16:45","60878","64018"
"11.09.2019 16:45 - 11.09.2019 17:00","60766","63853"
"11.09.2019 17:00 - 11.09.2019 17:15","60678","64216"
"11.09.2019 17:15 - 11.09.2019 17:30","60681","64055"
"11.09.2019 17:30 - 11.09.2019 17:45","60659","64191"
"11.09.2019 17:45 - 11.09.2019 18:00","60540","64388"
"11.09.2019 18:00 - 11.09.2019 18:15","60208","64543"
"11.09.2019 18:15 - 11.09.2019 18:30","59949","64305"
"11.09.2019 18:30 - 11.09.2019 18:45","59918","64265"
"11.09.2019 18:45 - 11.09.2019 19:00","59912","64544"
"11.09.2019 19:00 - 11.09.2019 19:15","59856","64843"
"11.09.2019 19:15 - 11.09.2019 19:30","59514","64771"
"11.09.2019 19:30 - 11.09.2019 19:45","59408","65018"
"11.09.2019 19:45 - 11.09.2019 20:00","59547","65438"
"11.09.2019 20:00 - 11.09.2019 20:15","59289","65744"
"11.09.2019 20:15 - 11.09.2019 20:30","58743","64957"
"11.09.2019 20:30 - 11.09.2019 20:45","58231","64185"
"11.09.2019 20:45 - 11.09.2019 21:00","57481","63023"
"11.09.2019 21:00 - 11.09.2019 21:15","56723","61614"
"11.09.2019 21:15 - 11.09.2019 21:30","55717","60781"
